"Any","Codi comarca","Comarca","Població","Domèstic xarxa","Activitats econòmiques i fonts pròpies","Total","Consum domèstic per càpita"
"2018","18","GARRIGUES, LES","18.771","711.204","935.711","1.646.915","103,8"
"2018","19","GARROTXA, LA","56.613","2.260.986","4.005.932","6.266.918","109,42"
"2018","20","GIRONÈS, EL","190.786","7.184.902","10.036.228","17.221.130","103,18"
"2018","21","MARESME, EL","447.824","20.343.948","9.385.652","29.729.600","124,46"
"2018","22","MONTSIÀ, EL","67.083","2.718.691","1.953.754","4.672.445","111,03"
"2018","23","NOGUERA, LA","38.708","1.667.529","1.730.996","3.398.525","118,03"
"2018","24","OSONA","158.334","6.006.017","8.455.751","14.461.768","103,92"
"2018","25","PALLARS JUSSÀ, EL","13.091","788.575","311.938","1.100.513","165,04"
"2018","26","PALLARS SOBIRÀ, EL","6.934","546.098","628.431","1.174.529","215,77"
"2018","27","PLA D'URGELL, EL","36.740","1.607.559","4.529.496","6.137.055","119,88"
"2018","28","PLA DE L'ESTANY, EL","32.006","1.307.741","1.498.435","2.806.176","111,94"
"2018","29","PRIORAT, EL","9.296","335.821","138.386","474.207","98,97"
"2018","30","RIBERA D'EBRE, LA","21.964","950.873","3.419.903","4.370.776","118,61"
"2018","31","RIPOLLÈS, EL","25.000","1.043.999","1.190.031","2.234.030","114,41"
"2018","32","SEGARRA, LA","22.822","817.089","2.598.214","3.415.303","98,09"
"2018","33","SEGRIÀ, EL","208.638","9.200.258","7.704.087","16.904.345","120,81"
"2018","34","SELVA, LA","169.029","8.757.016","10.256.780","19.013.796","141,94"
"2018","35","SOLSONÈS, EL","13.392","564.374","609.870","1.174.244","115,46"
"2018","36","TARRAGONÈS, EL","252.790","12.630.262","41.807.472","54.437.734","136,89"
"2018","37","TERRA ALTA","11.483","407.182","284.672","691.854","97,15"
"2018","38","URGELL, L'","36.243","1.453.506","1.075.228","2.528.734","109,88"
"2018","39","VAL D'ARAN, LA","9.983","1.237.160","996.737","2.233.897","339,53"
"2018","40","VALLÈS OCCIDENTAL, EL","917.905","35.583.820","24.124.484","59.708.304","106,21"
"2018","41","VALLÈS ORIENTAL, EL","406.289","16.129.792","13.253.159","29.382.951","108,77"
"2018","42","Moianès","13.432","581.316","525.638","1.106.954","118,57"
"2017","1","ALT CAMP, L'","43.995","1.663.061","2.853.335","4.516.396","103,56"
"2017","2","ALT EMPORDÀ, L'","139.705","8.217.598","4.815.683","13.033.281","161,15"
"2017","3","ALT PENEDÈS, L'","106.930","4.270.342","3.022.309","7.292.651","109,41"
"2017","4","ALT URGELL, L'","20.296","940.210","1.377.727","2.317.937","126,92"
"2017","5","ALTA RIBAGORÇA, L'","3.827","439.839","200.811","640.650","314,88"
"2017","6","ANOIA, L'","118.277","4.799.172","6.097.025","10.896.197","111,17"
"2017","7","BAGES, EL","175.095","7.211.060","7.639.437","14.850.497","112,83"
"2017","8","BAIX CAMP, EL","187.471","9.496.864","5.714.293","15.211.157","138,79"
"2017","9","BAIX EBRE, EL","78.180","3.428.803","4.152.279","7.581.082","120,16"
"2017","10","BAIX EMPORDÀ, EL","132.906","10.304.393","6.175.542","16.479.935","212,41"
"2017","11","BAIX LLOBREGAT, EL","813.996","31.980.629","25.453.011","57.433.640","107,64"
"2017","12","BAIX PENEDÈS, EL","100.850","6.221.100","2.405.508","8.626.608","169"
"2017","13","BARCELONÈS, EL","2.248.227","85.811.270","42.763.730","128.575.000","104,57"
"2017","14","BERGUEDÀ, EL","39.013","1.364.458","844.502","2.208.960","95,82"
"2017","15","CERDANYA, LA","17.623","1.378.044","1.919.712","3.297.756","214,23"
"2017","16","CONCA DE BARBERÀ, LA","20.036","800.698","550.386","1.351.084","109,49"
"2017","17","GARRAF, EL","147.504","7.394.256","2.939.970","10.334.226","137,34"
"2017","18","GARRIGUES, LES","18.975","741.124","964.360","1.705.484","107,01"
"2017","19","GARROTXA, LA","56.184","2.316.986","4.126.878","6.443.864","112,98"
"2017","20","GIRONÈS, EL","187.235","7.312.141","9.872.260","17.184.401","107"
"2017","21","MARESME, EL","444.046","20.595.871","9.482.112","30.077.983","127,07"
"2017","22","MONTSIÀ, EL","67.491","2.724.625","1.922.009","4.646.634","110,6"
"2017","23","NOGUERA, LA","38.726","1.648.293","1.951.151","3.599.444","116,61"
"2017","24","OSONA","156.572","6.118.967","8.327.675","14.446.642","107,07"
"2017","25","PALLARS JUSSÀ, EL","13.280","737.376","237.160","974.536","152,12"
"2017","26","PALLARS SOBIRÀ, EL","6.947","540.169","520.924","1.061.093","213,03"
"2017","27","PLA D'URGELL, EL","36.614","1.583.555","4.448.822","6.032.377","118,49"
"2017","28","PLA DE L'ESTANY, EL","31.738","1.330.224","1.269.907","2.600.131","114,83"
"2017","29","PRIORAT, EL","9.345","342.090","137.936","480.026","100,29"
"2017","30","RIBERA D'EBRE, LA","22.203","956.734","8.112.390","9.069.124","118,06"
"2017","31","RIPOLLÈS, EL","24.999","1.079.589","1.157.776","2.237.365","118,32"
"2017","32","SEGARRA, LA","22.736","847.728","1.996.641","2.844.369","103,04"
"2017","33","SEGRIÀ, EL","208.059","9.204.048","7.428.518","16.632.566","121,2"
"2017","34","SELVA, LA","167.837","8.370.741","10.809.024","19.179.765","136,64"
"2017","35","SOLSONÈS, EL","13.360","580.710","626.048","1.206.758","119,09"
"2017","36","TARRAGONÈS, EL","250.488","12.825.227","44.488.069","57.313.296","140,28"
"2017","37","TERRA ALTA","11.634","406.167","279.399","685.566","95,65"
"2017","38","URGELL, L'","36.028","1.452.148","975.943","2.428.091","110,43"
"2017","39","VAL D'ARAN, LA","9.985","1.240.230","942.817","2.183.047","340,3"
"2017","40","VALLÈS OCCIDENTAL, EL","910.031","35.865.686","23.969.357","59.835.043","107,98"
"2017","41","VALLÈS ORIENTAL, EL","403.259","16.431.926","13.643.366","30.075.292","111,64"
"2017","42","Moianès","13.279","601.257","535.995","1.137.252","124,05"
"2016","1","ALT CAMP, L'","44.107","1.661.185","2.665.065","4.326.250","103,19"
"2016","2","ALT EMPORDÀ, L'","140.118","8.271.485","4.652.959","12.924.444","161,73"
"2016","3","ALT PENEDÈS, L'","106.275","4.226.715","3.023.044","7.249.759","108,96"
"2016","4","ALT URGELL, L'","20.548","947.300","1.212.271","2.159.571","126,31"
"2016","5","ALTA RIBAGORÇA, L'","3.867","395.244","176.845","572.089","280,03"
"2016","6","ANOIA, L'","117.504","4.728.482","5.784.059","10.512.541","110,25"
"2016","7","BAGES, EL","174.381","7.259.431","8.046.674","15.306.105","114,05"
"2016","8","BAIX CAMP, EL","188.358","9.329.320","5.875.563","15.204.884","135,7"
"2016","9","BAIX EBRE, EL","78.977","3.448.868","4.201.359","7.650.227","119,64"
"2016","10","BAIX EMPORDÀ, EL","132.598","10.285.847","5.983.396","16.269.243","212,53"
"2016","11","BAIX LLOBREGAT, EL","809.883","31.869.678","25.421.040","57.290.718","107,81"
"2016","12","BAIX PENEDÈS, EL","99.813","6.126.884","2.364.606","8.491.490","168,17"
"2016","13","BARCELONÈS, EL","2.232.833","84.165.191","41.964.365","126.129.556","103,27"
"2016","14","BERGUEDÀ, EL","39.178","1.348.510","799.439","2.147.949","94,3"
"2016","15","CERDANYA, LA","17.704","1.338.899","1.898.452","3.237.351","207,2"
"2016","16","CONCA DE BARBERÀ, LA","20.220","741.150","509.781","1.250.931","100,42"
"2016","17","GARRAF, EL","146.876","7.459.255","2.985.046","10.444.301","139,14"
"2016","18","GARRIGUES, LES","19.090","693.387","774.696","1.468.083","99,51"
"2016","19","GARROTXA, LA","55.999","2.227.665","4.061.032","6.288.697","108,99"
"2016","20","GIRONÈS, EL","185.330","7.046.873","8.966.274","16.013.147","104,17"
"2016","21","MARESME, EL","441.505","20.694.291","9.507.399","30.201.690","128,42"
"2016","22","MONTSIÀ, EL","67.646","2.746.502","1.822.371","4.568.873","111,24"
"2016","23","NOGUERA, LA","38.955","1.651.771","1.708.644","3.360.415","116,17"
"2016","24","OSONA","155.641","5.973.529","7.987.353","13.960.882","105,15"
"2016","25","PALLARS JUSSÀ, EL","13.453","721.963","203.300","925.263","147,03"
"2016","26","PALLARS SOBIRÀ, EL","6.986","545.692","578.816","1.124.508","214,01"
"2016","27","PLA D'URGELL, EL","36.711","1.593.716","4.123.642","5.717.358","118,94"
"2016","28","PLA DE L'ESTANY, EL","31.561","1.291.337","1.067.420","2.358.757","112,1"
"2016","29","PRIORAT, EL","9.381","345.305","131.791","477.096","100,85"
"2016","30","RIBERA D'EBRE, LA","22.471","961.661","8.371.916","9.333.577","117,25"
"2016","31","RIPOLLÈS, EL","25.101","1.087.930","1.125.521","2.213.451","118,75"
"2016","32","SEGARRA, LA","22.688","793.759","2.148.974","2.942.733","96,69"
"2016","33","SEGRIÀ, EL","208.881","9.115.000","7.303.052","16.418.052","119,55"
"2016","34","SELVA, LA","167.694","8.222.718","10.387.245","18.609.963","134,34"
"2016","35","SOLSONÈS, EL","13.313","564.461","690.933","1.255.394","116,16"
"2016","36","TARRAGONÈS, EL","249.565","12.789.737","41.298.125","54.087.862","140,41"
"2016","37","TERRA ALTA","11.761","418.737","210.675","629.412","97,54"
"2016","38","URGELL, L'","36.059","1.449.132","1.027.832","2.476.964","110,1"
"2016","39","VAL D'ARAN, LA","9.930","1.204.147","1.007.729","2.211.876","332,23"
"2016","40","VALLÈS OCCIDENTAL, EL","904.240","35.774.320","23.826.057","59.600.377","108,39"
"2016","41","VALLÈS ORIENTAL, EL","401.338","16.318.469","13.033.313","29.351.782","111,4"
"2016","42","Moianès","13.209","595.949","501.076","1.097.025","123,61"
"2015","1","ALT CAMP, L'","44.306","1.636.063","2.722.696","4.358.759","101,17"
"2015","2","ALT EMPORDÀ, L'","139.838","8.054.445","4.419.269","12.473.714","157,8"
"2015","3","ALT PENEDÈS, L'","106.168","4.165.869","3.191.216","7.357.085","107,5"
"2015","4","ALT URGELL, L'","20.695","935.197","1.244.003","2.179.200","123,81"
"2015","5","ALTA RIBAGORÇA, L'","3.884","396.360","168.289","564.649","279,59"
"2015","6","ANOIA, L'","117.444","4.778.574","5.898.268","10.676.842","111,47"
"2015","7","BAGES, EL","174.604","7.188.027","7.641.018","14.829.045","112,79"
"2015","8","BAIX CAMP, EL","188.026","9.471.296","5.668.336","15.139.632","138,01"
"2015","9","BAIX EBRE, EL","79.748","3.465.420","4.101.378","7.566.798","119,8"
"2015","10","BAIX EMPORDÀ, EL","132.355","10.022.321","5.662.031","15.684.352","207,46"
"2015","11","BAIX LLOBREGAT, EL","806.651","31.091.426","24.893.352","55.984.778","105,6"
"2015","12","BAIX PENEDÈS, EL","99.934","6.061.262","2.552.027","8.613.289","166,17"
"2015","13","BARCELONÈS, EL","2.225.144","83.056.436","40.509.465","123.565.901","102,26"
"2015","14","BERGUEDÀ, EL","39.517","1.423.542","829.997","2.253.539","98,69"
"2015","15","CERDANYA, LA","17.870","1.284.622","1.522.740","2.807.362","196,95"
"2015","16","CONCA DE BARBERÀ, LA","20.482","812.844","501.264","1.314.108","108,73"
"2015","17","GARRAF, EL","145.983","7.151.536","2.785.672","9.937.208","134,22"
"2015","18","GARRIGUES, LES","19.342","662.681","802.841","1.465.522","93,87"
"2015","19","GARROTXA, LA","56.063","2.248.680","4.007.872","6.256.552","109,89"
"2015","20","GIRONÈS, EL","184.993","6.907.649","8.509.526","15.417.175","102,3"
"2015","21","MARESME, EL","439.512","20.196.097","8.870.849","29.066.946","125,89"
"2015","22","MONTSIÀ, EL","68.524","2.745.545","1.874.703","4.620.248","109,77"
"2015","23","NOGUERA, LA","39.109","1.629.840","1.605.506","3.235.346","114,18"
"2015","24","OSONA","154.925","5.814.449","7.413.217","13.227.666","102,82"
"2015","25","PALLARS JUSSÀ, EL","13.609","736.663","195.045","931.708","148,3"
"2015","26","PALLARS SOBIRÀ, EL","7.060","536.563","607.214","1.143.777","208,22"
"2015","27","PLA D'URGELL, EL","37.053","1.582.515","4.186.586","5.769.101","117,01"
"2015","28","PLA DE L'ESTANY, EL","31.536","1.300.667","1.074.214","2.374.881","113"
"2015","29","PRIORAT, EL","9.547","345.512","120.384","465.896","99,15"
"2015","30","RIBERA D'EBRE, LA","22.723","918.309","7.689.654","8.607.963","110,72"
"2015","31","RIPOLLÈS, EL","25.342","1.052.891","1.127.530","2.180.421","113,83"
"2015","32","SEGARRA, LA","22.647","777.366","2.002.355","2.779.721","94,94"
"2015","33","SEGRIÀ, EL","209.324","9.163.292","7.217.816","16.381.108","119,93"
"2015","34","SELVA, LA","168.555","8.207.896","10.363.124","18.571.020","133,41"
"2015","35","SOLSONÈS, EL","13.414","563.946","589.902","1.153.848","115,18"
"2015","36","TARRAGONÈS, EL","249.939","12.596.402","40.040.896","52.637.298","138,08"
"2015","37","TERRA ALTA","11.872","401.129","215.591","616.720","92,57"
"2015","38","URGELL, L'","36.308","1.472.649","1.073.074","2.545.723","111,12"
"2015","39","VAL D'ARAN, LA","9.926","1.147.560","644.619","1.792.179","316,74"
"2015","40","VALLÈS OCCIDENTAL, EL","900.661","35.212.831","23.363.113","58.575.944","107,11"
"2015","41","VALLÈS ORIENTAL, EL","400.375","16.192.241","13.026.930","29.219.171","110,8"
"2015","42","Moianès","13.098","580.414","495.071","1.075.485","121,41"
"2014","1","ALT CAMP, L'","44.578","1.625.189","2.788.655","4.413.844","99,88"
"2014","2","ALT EMPORDÀ, L'","140.214","7.981.472","4.306.446","12.287.918","155,95"
"2014","3","ALT PENEDÈS, L'","106.262","4.164.004","2.986.095","7.150.099","107,36"
"2014","4","ALT URGELL, L'","20.878","921.501","1.145.369","2.066.870","120,92"
"2014","5","ALTA RIBAGORÇA, L'","3.873","396.144","173.827","569.971","280,23"
"2014","6","ANOIA, L'","117.842","4.605.919","5.606.479","10.212.398","107,08"
"2014","7","BAGES, EL","184.403","7.403.429","8.171.835","15.575.264","109,99"
"2014","8","BAIX CAMP, EL","190.249","9.528.941","11.823.864","21.352.805","137,22"
"2014","9","BAIX EBRE, EL","80.637","3.392.294","4.497.676","7.889.970","115,26"
"2014","10","BAIX EMPORDÀ, EL","132.886","9.458.248","4.851.859","14.310.107","195"
"2014","11","BAIX LLOBREGAT, EL","806.249","30.809.259","24.661.483","55.470.742","104,69"
"2014","12","BAIX PENEDÈS, EL","100.262","5.933.565","2.506.230","8.439.795","162,14"
"2014","13","BARCELONÈS, EL","2.227.238","82.237.554","38.891.563","121.129.117","101,16"
"2014","14","BERGUEDÀ, EL","40.039","1.393.824","796.415","2.190.239","95,37"
"2014","15","CERDANYA, LA","18.063","1.215.572","1.162.875","2.378.447","184,37"
"2014","16","CONCA DE BARBERÀ, LA","20.723","798.442","458.874","1.257.316","105,56"
"2014","17","GARRAF, EL","145.886","7.590.074","2.895.542","10.485.616","142,54"
"2014","18","GARRIGUES, LES","19.762","665.180","702.801","1.367.981","92,22"
"2014","19","GARROTXA, LA","56.036","2.066.636","3.868.508","5.935.143","101,04"
"2014","20","GIRONÈS, EL","185.085","6.841.815","9.014.071","15.855.886","101,28"
"2014","21","MARESME, EL","437.919","20.012.999","9.050.995","29.063.994","125,21"
"2014","22","MONTSIÀ, EL","69.613","2.797.142","1.790.537","4.587.679","110,09"
"2014","23","NOGUERA, LA","39.376","1.660.544","1.476.874","3.137.418","115,54"
"2014","24","OSONA","154.897","5.574.220","6.796.591","12.370.811","98,59"
"2014","25","PALLARS JUSSÀ, EL","13.530","752.083","192.028","944.111","152,29"
"2014","26","PALLARS SOBIRÀ, EL","7.220","537.167","585.147","1.122.314","203,84"
"2014","27","PLA D'URGELL, EL","37.128","1.532.053","4.175.290","5.707.343","113,05"
"2014","28","PLA DE L'ESTANY, EL","31.554","1.251.445","1.014.602","2.266.047","108,66"
"2014","29","PRIORAT, EL","9.550","349.098","114.356","463.454","100,15"
"2014","30","RIBERA D'EBRE, LA","22.925","917.038","6.453.950","7.370.988","109,59"
"2014","31","RIPOLLÈS, EL","25.700","993.446","1.180.675","2.174.121","105,91"
"2014","32","SEGARRA, LA","22.713","734.239","1.869.849","2.604.088","89,5"
"2014","33","SEGRIÀ, EL","209.768","8.976.024","7.125.512","16.101.536","117,23"
"2014","34","SELVA, LA","170.249","8.011.628","10.255.255","18.266.883","128,93"
"2014","35","SOLSONÈS, EL","13.497","590.638","926.171","1.516.809","119,89"
"2014","36","TARRAGONÈS, EL","250.306","12.751.489","38.524.616","51.276.105","139,57"
"2014","37","TERRA ALTA","12.119","413.746","186.439","600.185","93,54"
"2014","38","URGELL, L'","36.526","1.396.467","907.574","2.304.041","104,75"
"2014","39","VAL D'ARAN, LA","9.993","1.111.431","576.937","1.688.368","304,71"
"2014","40","VALLÈS OCCIDENTAL, EL","899.532","34.661.542","23.275.814","57.937.356","105,57"
"2014","41","VALLÈS ORIENTAL, EL","403.623","15.888.994","13.615.747","29.504.742","107,85"
"2013","1","ALT CAMP, L'","44.771","1.697.473","2.674.706","4.372.179","103,88"
"2013","2","ALT EMPORDÀ, L'","141.351","8.179.176","4.483.290","12.662.466","158,53"
"2013","3","ALT PENEDÈS, L'","106.242","4.202.713","3.155.991","7.358.704","108,38"
"2013","4","ALT URGELL, L'","21.128","929.937","1.151.884","2.081.821","120,59"
"2013","5","ALTA RIBAGORÇA, L'","4.097","391.968","179.843","571.811","262,11"
"2013","6","ANOIA, L'","118.467","4.730.942","5.474.176","10.205.118","109,41"
"2013","7","BAGES, EL","185.718","7.472.919","7.751.893","15.224.812","110,24"
"2013","8","BAIX CAMP, EL","193.455","9.677.502","10.245.698","19.923.200","137,05"
"2013","9","BAIX EBRE, EL","81.514","3.390.997","3.728.866","7.119.863","113,97"
"2013","10","BAIX EMPORDÀ, EL","133.787","9.528.996","5.219.551","14.748.546","195,14"
"2013","11","BAIX LLOBREGAT, EL","808.644","31.227.063","24.910.788","56.137.851","105,8"
"2013","12","BAIX PENEDÈS, EL","101.100","6.079.158","2.590.907","8.670.065","164,74"
"2013","13","BARCELONÈS, EL","2.240.437","83.674.573","38.945.124","122.619.697","102,32"
"2013","14","BERGUEDÀ, EL","40.555","1.390.862","776.472","2.167.334","93,96"
"2013","15","CERDANYA, LA","18.630","1.336.710","1.316.639","2.653.349","196,58"
"2013","16","CONCA DE BARBERÀ, LA","20.992","836.155","451.880","1.288.035","109,13"
"2013","17","GARRAF, EL","146.609","7.353.811","2.546.227","9.900.038","137,42"
"2013","18","GARRIGUES, LES","20.058","652.445","687.635","1.340.080","89,12"
"2013","19","GARROTXA, LA","56.106","2.069.654","3.860.391","5.930.045","101,06"
"2013","20","GIRONÈS, EL","185.085","6.887.295","9.276.331","16.163.626","101,95"
"2013","21","MARESME, EL","437.431","20.130.855","9.240.030","29.370.885","126,08"
"2013","22","MONTSIÀ, EL","71.577","2.697.538","1.707.177","4.404.715","103,25"
"2013","23","NOGUERA, LA","39.828","1.647.118","1.170.474","2.817.591","113,3"
"2013","24","OSONA","155.069","5.692.392","6.365.183","12.057.575","100,57"
"2013","25","PALLARS JUSSÀ, EL","13.607","784.788","227.831","1.012.619","158,01"
"2013","26","PALLARS SOBIRÀ, EL","7.330","517.686","517.210","1.034.897","193,49"
"2013","27","PLA D'URGELL, EL","37.249","1.540.980","4.116.246","5.657.226","113,34"
"2013","28","PLA DE L'ESTANY, EL","31.325","1.256.360","1.040.814","2.297.174","109,88"
"2013","29","PRIORAT, EL","9.756","366.489","112.611","479.100","102,92"
"2013","30","RIBERA D'EBRE, LA","23.477","926.323","7.955.341","8.881.664","108,1"
"2013","31","RIPOLLÈS, EL","25.995","1.119.910","1.171.390","2.291.300","118,03"
"2013","32","SEGARRA, LA","22.971","777.167","1.711.211","2.488.379","93,44"
"2013","33","SEGRIÀ, EL","210.141","9.066.254","7.418.179","16.484.433","118,2"
"2013","34","SELVA, LA","173.128","8.017.307","9.620.983","17.638.290","126,87"
"2013","35","SOLSONÈS, EL","13.621","601.085","788.604","1.389.689","120,9"
"2013","36","TARRAGONÈS, EL","251.226","12.549.882","38.116.024","50.665.906","136,86"
"2013","37","TERRA ALTA","12.310","431.836","216.539","648.375","96,11"
"2013","38","URGELL, L'","36.863","1.451.771","949.845","2.401.616","107,9"
"2013","39","VAL D'ARAN, LA","10.090","1.122.614","549.732","1.672.345","304,82"
"2013","40","VALLÈS OCCIDENTAL, EL","898.921","35.124.562","23.709.406","58.833.968","107,05"
"2013","41","VALLÈS ORIENTAL, EL","402.989","16.018.513","13.212.124","29.230.637","108,9"
"2012","1","ALT CAMP, L'","45.299","1.794.009","2.578.545","4.372.554","108,5"
"2012","2","ALT EMPORDÀ, L'","141.517","8.582.301","4.540.324","13.122.625","166,15"
"2012","3","ALT PENEDÈS, L'","106.252","4.452.419","3.314.181","7.766.600","114,81"
"2012","4","ALT URGELL, L'","21.386","973.901","1.258.703","2.232.604","124,76"
"2012","5","ALTA RIBAGORÇA, L'","4.235","330.192","259.940","590.132","213,61"
"2012","6","ANOIA, L'","118.817","4.971.310","6.916.080","11.887.390","114,63"
"2012","7","BAGES, EL","186.084","7.932.563","7.582.740","15.515.303","116,79"
"2012","8","BAIX CAMP, EL","193.535","10.540.527","4.394.018","14.934.544","149,21"
"2012","9","BAIX EBRE, EL","83.125","3.700.682","4.563.251","8.263.933","121,97"
"2012","10","BAIX EMPORDÀ, EL","133.754","10.422.549","5.390.491","15.813.040","213,49"
"2012","11","BAIX LLOBREGAT, EL","806.799","32.385.719","25.091.638","57.477.357","109,98"
"2012","12","BAIX PENEDÈS, EL","101.138","6.551.468","2.440.290","8.991.758","177,47"
"2012","13","BARCELONÈS, EL","2.254.052","86.155.670","37.154.412","123.310.082","104,72"
"2012","14","BERGUEDÀ, EL","41.202","1.459.891","1.178.045","2.637.936","97,08"
"2012","15","CERDANYA, LA","19.047","1.412.019","1.894.932","3.306.951","203,11"
"2012","16","CONCA DE BARBERÀ, LA","21.148","863.056","466.330","1.329.386","111,81"
"2012","17","GARRAF, EL","147.107","7.785.516","2.645.568","10.431.084","145"
"2012","18","GARRIGUES, LES","20.212","685.024","561.195","1.246.219","92,85"
"2012","19","GARROTXA, LA","55.855","2.343.497","3.737.840","6.081.337","114,95"
"2012","20","GIRONÈS, EL","184.187","6.873.505","9.548.233","16.421.738","102,24"
"2012","21","MARESME, EL","436.487","21.427.948","9.270.980","30.698.928","134,5"
"2012","22","MONTSIÀ, EL","72.121","2.820.336","1.906.032","4.726.368","107,14"
"2012","23","NOGUERA, LA","40.200","1.805.873","1.552.735","3.358.608","123,07"
"2012","24","OSONA","154.588","6.258.682","6.921.381","13.180.063","110,92"
"2012","25","PALLARS JUSSÀ, EL","14.113","787.315","282.936","1.070.251","152,84"
"2012","26","PALLARS SOBIRÀ, EL","7.457","529.020","657.883","1.186.903","194,36"
"2012","27","PLA D'URGELL, EL","37.267","1.552.508","3.962.969","5.515.477","114,13"
"2012","28","PLA DE L'ESTANY, EL","31.463","1.443.741","1.029.743","2.473.483","125,72"
"2012","29","PRIORAT, EL","9.971","380.638","111.138","491.776","104,59"
"2012","30","RIBERA D'EBRE, LA","23.867","958.837","8.135.751","9.094.588","110,07"
"2012","31","RIPOLLÈS, EL","26.268","1.180.825","1.211.295","2.392.120","123,16"
"2012","32","SEGARRA, LA","23.365","825.951","1.662.250","2.488.201","97,69"
"2012","33","SEGRIÀ, EL","209.965","9.425.056","7.292.915","16.717.971","122,98"
"2012","34","SELVA, LA","173.518","8.924.994","10.043.830","18.968.824","140,92"
"2012","35","SOLSONÈS, EL","13.676","640.383","492.441","1.132.824","128,29"
"2012","36","TARRAGONÈS, EL","251.282","13.680.558","41.772.215","55.452.773","149,16"
"2012","37","TERRA ALTA","12.713","441.824","225.143","666.967","95,22"
"2012","38","URGELL, L'","36.975","1.543.234","1.422.857","2.966.091","114,35"
"2012","39","VAL D'ARAN, LA","10.056","1.112.630","731.409","1.844.038","303,13"
"2012","40","VALLÈS OCCIDENTAL, EL","898.173","36.611.134","25.651.000","62.262.134","111,68"
"2012","41","VALLÈS ORIENTAL, EL","402.632","17.020.094","14.216.816","31.236.910","115,81"
